FOLIO_I,FOLIO_INT,id_tortillas,tortillas,pa1_t,pa4_t,maquina2,completa,ponde_f,estrato,est_sel,upm,region,x_region
01001019,01001019_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,34505.1295320771,3,13,0100100010341,4,5
01001019,01001019_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,34505.1295320771,3,13,0100100010341,4,5
01001019,01001019_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ361,1,34505.1295320771,3,13,0100100010341,4,5
01001019,01001019_03,161,Tortillas de harina de trigo,9, ,MQ361,1,34505.1295320771,3,13,0100100010341,4,5
01001021,01001021_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,18711.5854826957,3,13,0100100010341,4,5
01001021,01001021_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,18711.5854826957,3,13,0100100010341,4,5
01001021,01001021_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ361,1,18711.5854826957,3,13,0100100010341,4,5
01001021,01001021_02,161,Tortillas de harina de trigo,9, ,MQ361,1,18711.5854826957,3,13,0100100010341,4,5
01001030,01001030_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ344,1,43857.6327536072,3,13,0100100010341,4,5
01001030,01001030_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ344,1,43857.6327536072,3,13,0100100010341,4,5
01001030,01001030_03,160,Tortillas de maiz de masa (comprada) o de tortillería,2,2,MQ344,1,43857.6327536072,3,13,0100100010341,4,5
01001030,01001030_03,161,Tortillas de harina de trigo,1,4,MQ344,1,43857.6327536072,3,13,0100100010341,4,5
01001031,01001031_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ344,1,27869.9441290295,3,13,0100100010341,4,5
01001031,01001031_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ344,1,27869.9441290295,3,13,0100100010341,4,5
01001031,01001031_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,12,MQ344,1,27869.9441290295,3,13,0100100010341,4,5
01001031,01001031_02,161,Tortillas de harina de trigo,9, ,MQ344,1,27869.9441290295,3,13,0100100010341,4,5
01001101,01001101_04,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,10182.0630198249,3,13,0100100012507,4,5
01001101,01001101_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,10182.0630198249,3,13,0100100012507,4,5
01001101,01001101_04,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ361,1,10182.0630198249,3,13,0100100012507,4,5
01001101,01001101_04,161,Tortillas de harina de trigo,9, ,MQ361,1,10182.0630198249,3,13,0100100012507,4,5
01001105,01001105_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,24336.1955481825,3,13,0100100012507,4,5
01001105,01001105_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,24336.1955481825,3,13,0100100012507,4,5
01001105,01001105_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,7,MQ361,1,24336.1955481825,3,13,0100100012507,4,5
01001105,01001105_03,161,Tortillas de harina de trigo,9, ,MQ361,1,24336.1955481825,3,13,0100100012507,4,5
01001108,01001108_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,25238.1908714858,3,13,0100100012507,4,5
01001108,01001108_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,25238.1908714858,3,13,0100100012507,4,5
01001108,01001108_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,30,MQ361,1,25238.1908714858,3,13,0100100012507,4,5
01001108,01001108_01,161,Tortillas de harina de trigo,9, ,MQ361,1,25238.1908714858,3,13,0100100012507,4,5
01001121,01001121_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ344,1,17312.3342314307,3,13,0100100012507,4,5
01001121,01001121_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ344,1,17312.3342314307,3,13,0100100012507,4,5
01001121,01001121_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,18,MQ344,1,17312.3342314307,3,13,0100100012507,4,5
01001121,01001121_02,161,Tortillas de harina de trigo,9, ,MQ344,1,17312.3342314307,3,13,0100100012507,4,5
01001237,01001237_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ344,1,91516.0537548723,3,13,0100100013717,4,5
01001237,01001237_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ344,1,91516.0537548723,3,13,0100100013717,4,5
01001237,01001237_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ344,1,91516.0537548723,3,13,0100100013717,4,5
01001237,01001237_01,161,Tortillas de harina de trigo,9, ,MQ344,1,91516.0537548723,3,13,0100100013717,4,5
01001238,01001238_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ344,1,80578.5741885396,3,13,0100100013717,4,5
01001238,01001238_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ344,1,80578.5741885396,3,13,0100100013717,4,5
01001238,01001238_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ344,1,80578.5741885396,3,13,0100100013717,4,5
01001238,01001238_03,161,Tortillas de harina de trigo,9, ,MQ344,1,80578.5741885396,3,13,0100100013717,4,5
01001323,01001323_04,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ344,1,51209.543369446,1,11,0100100001068,4,5
01001323,01001323_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ344,1,51209.543369446,1,11,0100100001068,4,5
01001323,01001323_04,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ344,1,51209.543369446,1,11,0100100001068,4,5
01001323,01001323_04,161,Tortillas de harina de trigo,9, ,MQ344,1,51209.543369446,1,11,0100100001068,4,5
01001336,01001336_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,48582.2043235361,1,11,0100100001068,4,5
01001336,01001336_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,48582.2043235361,1,11,0100100001068,4,5
01001336,01001336_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,15,MQ337,1,48582.2043235361,1,11,0100100001068,4,5
01001336,01001336_01,161,Tortillas de harina de trigo,1,2,MQ337,1,48582.2043235361,1,11,0100100001068,4,5
01001341,01001341_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,62730.6468012424,1,11,0100100001068,4,5
01001341,01001341_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,62730.6468012424,1,11,0100100001068,4,5
01001341,01001341_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ337,1,62730.6468012424,1,11,0100100001068,4,5
01001341,01001341_03,161,Tortillas de harina de trigo,9, ,MQ337,1,62730.6468012424,1,11,0100100001068,4,5
01001342,01001342_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,12141.2985357833,1,11,0100100001068,4,5
01001342,01001342_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,12141.2985357833,1,11,0100100001068,4,5
01001342,01001342_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,7,MQ337,1,12141.2985357833,1,11,0100100001068,4,5
01001342,01001342_02,161,Tortillas de harina de trigo,1,2,MQ337,1,12141.2985357833,1,11,0100100001068,4,5
01002010,01002010_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,27988.6164475288,2,12,0100200250404,4,5
01002010,01002010_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,27988.6164475288,2,12,0100200250404,4,5
01002010,01002010_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,24,MQ361,1,27988.6164475288,2,12,0100200250404,4,5
01002010,01002010_01,161,Tortillas de harina de trigo,9, ,MQ361,1,27988.6164475288,2,12,0100200250404,4,5
01002010,01002010_05,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,28675.9723521185,2,12,0100200250404,4,5
01002010,01002010_05,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,28675.9723521185,2,12,0100200250404,4,5
01002010,01002010_05,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ361,1,28675.9723521185,2,12,0100200250404,4,5
01002010,01002010_05,161,Tortillas de harina de trigo,9, ,MQ361,1,28675.9723521185,2,12,0100200250404,4,5
02001003,02001003_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,83652.0601829348,3,23,0200100010488,1,1
02001003,02001003_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,83652.0601829348,3,23,0200100010488,1,1
02001003,02001003_03,160,Tortillas de maiz de masa (comprada) o de tortillería,4,6,MQ245,1,83652.0601829348,3,23,0200100010488,1,1
02001003,02001003_03,161,Tortillas de harina de trigo,1,4,MQ245,1,83652.0601829348,3,23,0200100010488,1,1
02001004,02001004_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,137056.656515372,3,23,0200100010488,1,1
02001004,02001004_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,137056.656515372,3,23,0200100010488,1,1
02001004,02001004_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ245,1,137056.656515372,3,23,0200100010488,1,1
02001004,02001004_01,161,Tortillas de harina de trigo,1,1,MQ245,1,137056.656515372,3,23,0200100010488,1,1
02001018,02001018_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,130403.83962325,3,23,0200100010488,1,1
02001018,02001018_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,130403.83962325,3,23,0200100010488,1,1
02001018,02001018_01,160,Tortillas de maiz de masa (comprada) o de tortillería,4,7,MQ343,1,130403.83962325,3,23,0200100010488,1,1
02001018,02001018_01,161,Tortillas de harina de trigo,9, ,MQ343,1,130403.83962325,3,23,0200100010488,1,1
02001027,02001027_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,137056.656515372,3,23,0200100010488,1,1
02001027,02001027_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,137056.656515372,3,23,0200100010488,1,1
02001027,02001027_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,2,MQ343,1,137056.656515372,3,23,0200100010488,1,1
02001027,02001027_02,161,Tortillas de harina de trigo,9, ,MQ343,1,137056.656515372,3,23,0200100010488,1,1
02002041,02002041_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,168416.83400348,3,23,020020001597A,1,1
02002041,02002041_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,168416.83400348,3,23,020020001597A,1,1
02002041,02002041_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ338,1,168416.83400348,3,23,020020001597A,1,1
02002041,02002041_03,161,Tortillas de harina de trigo,9, ,MQ338,1,168416.83400348,3,23,020020001597A,1,1
02002048,02002048_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002048,02002048_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002048,02002048_03,160,Tortillas de maiz de masa (comprada) o de tortillería,4,3,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002048,02002048_03,161,Tortillas de harina de trigo,1,1,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002049,02002049_05,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002049,02002049_05,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002049,02002049_05,160,Tortillas de maiz de masa (comprada) o de tortillería,2,3,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002049,02002049_05,161,Tortillas de harina de trigo,9, ,MQ245,1,41430.2828628764,3,23,020020001597A,1,1
02002055,02002055_05,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,42107.0854496207,3,23,020020001597A,1,1
02002055,02002055_05,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,42107.0854496207,3,23,020020001597A,1,1
02002055,02002055_05,160,Tortillas de maiz de masa (comprada) o de tortillería,7,1,MQ338,1,42107.0854496207,3,23,020020001597A,1,1
02002055,02002055_05,161,Tortillas de harina de trigo,9, ,MQ338,1,42107.0854496207,3,23,020020001597A,1,1
02002067,02002067_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,37740.4247363267,3,23,020020001597A,1,1
02002067,02002067_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,37740.4247363267,3,23,020020001597A,1,1
02002067,02002067_03,160,Tortillas de maiz de masa (comprada) o de tortillería,5,12,MQ343,1,37740.4247363267,3,23,020020001597A,1,1
02002067,02002067_03,161,Tortillas de harina de trigo,9, ,MQ343,1,37740.4247363267,3,23,020020001597A,1,1
02002127,02002127_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,104372.656199894,1,21,0200200003511,1,1
02002127,02002127_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,104372.656199894,1,21,0200200003511,1,1
02002127,02002127_03,160,Tortillas de maiz de masa (comprada) o de tortillería,4,12,MQ343,1,104372.656199894,1,21,0200200003511,1,1
02002127,02002127_03,161,Tortillas de harina de trigo,3,9,MQ343,1,104372.656199894,1,21,0200200003511,1,1
02002129,02002129_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,152971.196499235,1,21,0200200003511,1,1
02002129,02002129_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),3,4,MQ343,1,152971.196499235,1,21,0200200003511,1,1
02002129,02002129_02,160,Tortillas de maiz de masa (comprada) o de tortillería,3,5,MQ343,1,152971.196499235,1,21,0200200003511,1,1
02002129,02002129_02,161,Tortillas de harina de trigo,9, ,MQ343,1,152971.196499235,1,21,0200200003511,1,1
02002131,02002131_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,137056.656515372,1,21,0200200003511,1,1
02002131,02002131_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,137056.656515372,1,21,0200200003511,1,1
02002131,02002131_01,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,MQ343,1,137056.656515372,1,21,0200200003511,1,1
02002131,02002131_01,161,Tortillas de harina de trigo,7,4,MQ343,1,137056.656515372,1,21,0200200003511,1,1
02004014,02004014_04,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,112864.65407919,3,23,0200400010615,1,1
02004014,02004014_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,112864.65407919,3,23,0200400010615,1,1
02004014,02004014_04,160,Tortillas de maiz de masa (comprada) o de tortillería,4,4,MQ245,1,112864.65407919,3,23,0200400010615,1,1
02004014,02004014_04,161,Tortillas de harina de trigo,9, ,MQ245,1,112864.65407919,3,23,0200400010615,1,1
02004028,02004028_04,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,111781.943400898,3,23,0200400010615,1,1
02004028,02004028_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,111781.943400898,3,23,0200400010615,1,1
02004028,02004028_04,160,Tortillas de maiz de masa (comprada) o de tortillería,6,5,MQ338,1,111781.943400898,3,23,0200400010615,1,1
02004028,02004028_04,161,Tortillas de harina de trigo,9, ,MQ338,1,111781.943400898,3,23,0200400010615,1,1
02004033,02004033_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,104372.656199894,3,23,0200400010615,1,1
02004033,02004033_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,104372.656199894,3,23,0200400010615,1,1
02004033,02004033_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ343,1,104372.656199894,3,23,0200400010615,1,1
02004033,02004033_03,161,Tortillas de harina de trigo,3,2,MQ343,1,104372.656199894,3,23,0200400010615,1,1
02004097,02004097_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,168416.83400348,3,23,0200400016347,1,1
02004097,02004097_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,168416.83400348,3,23,0200400016347,1,1
02004097,02004097_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ338,1,168416.83400348,3,23,0200400016347,1,1
02004097,02004097_01,161,Tortillas de harina de trigo,9, ,MQ338,1,168416.83400348,3,23,0200400016347,1,1
02004102,02004102_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,112864.65407919,3,23,0200400016347,1,1
02004102,02004102_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,112864.65407919,3,23,0200400016347,1,1
02004102,02004102_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,21,MQ338,1,112864.65407919,3,23,0200400016347,1,1
02004102,02004102_01,161,Tortillas de harina de trigo,2,2,MQ338,1,112864.65407919,3,23,0200400016347,1,1
02004102,02004102_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,88907.7313500003,3,23,0200400016347,1,1
02004102,02004102_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,88907.7313500003,3,23,0200400016347,1,1
02004102,02004102_03,160,Tortillas de maiz de masa (comprada) o de tortillería,3,10,MQ338,1,88907.7313500003,3,23,0200400016347,1,1
02004102,02004102_03,161,Tortillas de harina de trigo,9, ,MQ338,1,88907.7313500003,3,23,0200400016347,1,1
02004139,02004139_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,99843.0537294447,3,23,0200400018131,1,1
02004139,02004139_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,99843.0537294447,3,23,0200400018131,1,1
02004139,02004139_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,17,MQ338,1,99843.0537294447,3,23,0200400018131,1,1
02004139,02004139_01,161,Tortillas de harina de trigo,9, ,MQ338,1,99843.0537294447,3,23,0200400018131,1,1
02004144,02004144_06,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,168416.83400348,3,23,0200400018131,1,1
02004144,02004144_06,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,168416.83400348,3,23,0200400018131,1,1
02004144,02004144_06,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ245,1,168416.83400348,3,23,0200400018131,1,1
02004144,02004144_06,161,Tortillas de harina de trigo,1,1,MQ245,1,168416.83400348,3,23,0200400018131,1,1
02004145,02004145_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,104372.656199894,3,23,0200400018131,1,1
02004145,02004145_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,104372.656199894,3,23,0200400018131,1,1
02004145,02004145_02,160,Tortillas de maiz de masa (comprada) o de tortillería,2,4,MQ245,1,104372.656199894,3,23,0200400018131,1,1
02004145,02004145_02,161,Tortillas de harina de trigo,9, ,MQ245,1,104372.656199894,3,23,0200400018131,1,1
02004168,02004168_01,158,Tortillas de maiz de nixtamal (hecho en casa),1,3,MQ343,1,104372.656199894,3,23,0200400018150,1,1
02004168,02004168_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,104372.656199894,3,23,0200400018150,1,1
02004168,02004168_01,160,Tortillas de maiz de masa (comprada) o de tortillería,2,8,MQ343,1,104372.656199894,3,23,0200400018150,1,1
02004168,02004168_01,161,Tortillas de harina de trigo,9, ,MQ343,1,104372.656199894,3,23,0200400018150,1,1
02004172,02004172_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,84506.8656190586,3,23,0200400018150,1,1
02004172,02004172_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,84506.8656190586,3,23,0200400018150,1,1
02004172,02004172_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,8,MQ343,1,84506.8656190586,3,23,0200400018150,1,1
02004172,02004172_03,161,Tortillas de harina de trigo,9, ,MQ343,1,84506.8656190586,3,23,0200400018150,1,1
02006002,02006002_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,66548.9247066546,2,22,0200601210323,1,1
02006002,02006002_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),1,1,MQ343,1,66548.9247066546,2,22,0200601210323,1,1
02006002,02006002_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ343,1,66548.9247066546,2,22,0200601210323,1,1
02006002,02006002_02,161,Tortillas de harina de trigo,9, ,MQ343,1,66548.9247066546,2,22,0200601210323,1,1
02006004,02006004_05,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,59979.8692284605,2,22,0200601210323,1,1
02006004,02006004_05,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,7,MQ343,1,59979.8692284605,2,22,0200601210323,1,1
02006004,02006004_05,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ343,1,59979.8692284605,2,22,0200601210323,1,1
02006004,02006004_05,161,Tortillas de harina de trigo,9, ,MQ343,1,59979.8692284605,2,22,0200601210323,1,1
02006017,02006017_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,111582.690754732,2,22,0200601210323,1,1
02006017,02006017_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),1,3,MQ245,1,111582.690754732,2,22,0200601210323,1,1
02006017,02006017_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,8,MQ245,1,111582.690754732,2,22,0200601210323,1,1
02006017,02006017_01,161,Tortillas de harina de trigo,9, ,MQ245,1,111582.690754732,2,22,0200601210323,1,1
02006020,02006020_01,158,Tortillas de maiz de nixtamal (hecho en casa),7,4,MQ245,1,112864.65407919,2,22,0200601210323,1,1
02006020,02006020_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,4,MQ245,1,112864.65407919,2,22,0200601210323,1,1
02006020,02006020_01,160,Tortillas de maiz de masa (comprada) o de tortillería,1,6,MQ245,1,112864.65407919,2,22,0200601210323,1,1
02006020,02006020_01,161,Tortillas de harina de trigo,9, ,MQ245,1,112864.65407919,2,22,0200601210323,1,1
02006020,02006020_03,158,Tortillas de maiz de nixtamal (hecho en casa),7,4,MQ245,1,73681.1030646654,2,22,0200601210323,1,1
02006020,02006020_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,10,MQ245,1,73681.1030646654,2,22,0200601210323,1,1
02006020,02006020_03,160,Tortillas de maiz de masa (comprada) o de tortillería,3,7,MQ245,1,73681.1030646654,2,22,0200601210323,1,1
02006020,02006020_03,161,Tortillas de harina de trigo,9, ,MQ245,1,73681.1030646654,2,22,0200601210323,1,1
02006028,02006028_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,103069.535957882,2,22,0200601210323,1,1
02006028,02006028_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,103069.535957882,2,22,0200601210323,1,1
02006028,02006028_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,12,MQ245,1,103069.535957882,2,22,0200601210323,1,1
02006028,02006028_02,161,Tortillas de harina de trigo,1,4,MQ245,1,103069.535957882,2,22,0200601210323,1,1
02006045,02006045_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,46028.3888394278,2,22,0200601210323,1,1
02006045,02006045_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,36,MQ338,1,46028.3888394278,2,22,0200601210323,1,1
02006045,02006045_02,160,Tortillas de maiz de masa (comprada) o de tortillería,3,30,MQ338,1,46028.3888394278,2,22,0200601210323,1,1
02006045,02006045_02,161,Tortillas de harina de trigo,9, ,MQ338,1,46028.3888394278,2,22,0200601210323,1,1
03001005,03001005_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,9915.49557996098,2,32,0300101332991,1,1
03001005,03001005_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,3,MQ245,1,9915.49557996098,2,32,0300101332991,1,1
03001005,03001005_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ245,1,9915.49557996098,2,32,0300101332991,1,1
03001005,03001005_01,161,Tortillas de harina de trigo,1,2,MQ245,1,9915.49557996098,2,32,0300101332991,1,1
03001011,03001011_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,3728.76705528941,2,32,0300101332991,1,1
03001011,03001011_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,3728.76705528941,2,32,0300101332991,1,1
03001011,03001011_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,14,MQ343,1,3728.76705528941,2,32,0300101332991,1,1
03001011,03001011_01,161,Tortillas de harina de trigo,7,20,MQ343,1,3728.76705528941,2,32,0300101332991,1,1
03001012,03001012_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ343,1,6869.0243123727,2,32,0300101332991,1,1
03001012,03001012_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ343,1,6869.0243123727,2,32,0300101332991,1,1
03001012,03001012_02,160,Tortillas de maiz de masa (comprada) o de tortillería,1,2,MQ343,1,6869.0243123727,2,32,0300101332991,1,1
03001012,03001012_02,161,Tortillas de harina de trigo,9, ,MQ343,1,6869.0243123727,2,32,0300101332991,1,1
03001016,03001016_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ245,1,7301.41038160762,2,32,0300101332991,1,1
03001016,03001016_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ245,1,7301.41038160762,2,32,0300101332991,1,1
03001016,03001016_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ245,1,7301.41038160762,2,32,0300101332991,1,1
03001016,03001016_01,161,Tortillas de harina de trigo,2,5,MQ245,1,7301.41038160762,2,32,0300101332991,1,1
03001017,03001017_01,158,Tortillas de maiz de nixtamal (hecho en casa),3,3,MQ245,1,3869.67016817331,2,32,0300101332991,1,1
03001017,03001017_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),3,3,MQ245,1,3869.67016817331,2,32,0300101332991,1,1
03001017,03001017_01,160,Tortillas de maiz de masa (comprada) o de tortillería,1,4,MQ245,1,3869.67016817331,2,32,0300101332991,1,1
03001017,03001017_01,161,Tortillas de harina de trigo,1,2,MQ245,1,3869.67016817331,2,32,0300101332991,1,1
03001024,03001024_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ338,1,3640.10252490258,2,32,0300101332991,1,1
03001024,03001024_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ338,1,3640.10252490258,2,32,0300101332991,1,1
03001024,03001024_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ338,1,3640.10252490258,2,32,0300101332991,1,1
03001024,03001024_03,161,Tortillas de harina de trigo,9, ,MQ338,1,3640.10252490258,2,32,0300101332991,1,1
